name,short_name,easting,northing,depth,log_q_c
B2_02,02,0,90.7,0.259,-2.663216332655597
B2_02,02,0,90.7,0.279,-2.443260033566176
B2_02,02,0,90.7,0.299,-2.218666653412292
B2_02,02,0,90.7,0.319,-1.9158444455897172
B2_02,02,0,90.7,0.339,-2.1598377218319236
B2_02,02,0,90.7,0.359,-2.3002450202610887
B2_02,02,0,90.7,0.379,-2.2832717496665835
B2_02,02,0,90.7,0.399,-1.9807725645981478
B2_02,02,0,90.7,0.419,-1.7975669864107786
B2_02,02,0,90.7,0.439,-2.136106704775699
B2_02,02,0,90.7,0.459,-2.6033700310341996
B2_02,02,0,90.7,0.479,-2.8515586708072735
B2_02,02,0,90.7,0.499,-2.4168212102955735
B2_02,02,0,90.7,0.519,-2.0846322949366956
B2_02,02,0,90.7,0.539,-1.8462122994232002
B2_02,02,0,90.7,0.559,-2.147390976749243
B2_02,02,0,90.7,0.579,-2.3438337290187556
B2_02,02,0,90.7,0.599,-2.653603946031149
B2_02,02,0,90.7,0.619,-2.557694974165428
B2_02,02,0,90.7,0.639,-2.2847533256418493
B2_02,02,0,90.7,0.659,-2.6537776132022266
B2_02,02,0,90.7,0.679,-2.378912148614124
B2_02,02,0,90.7,0.699,-2.3494207309491344
B2_02,02,0,90.7,0.719,-2.4312188090824574
B2_02,02,0,90.7,0.739,-2.56287186629251
B2_02,02,0,90.7,0.759,-2.556295934429703
B2_02,02,0,90.7,0.779,-2.682291875205987
B2_02,02,0,90.7,0.799,-2.7119627254863943
B2_02,02,0,90.7,0.819,-2.5500473958631256
B2_02,02,0,90.7,0.839,-2.4916638821695924
B2_02,02,0,90.7,0.859,-2.405039542014481
B2_02,02,0,90.7,0.879,-2.6410616602988704
B2_02,02,0,90.7,0.899,-2.627891365548173
B2_02,02,0,90.7,0.919,-2.666265045601971
B2_02,02,0,90.7,0.939,-2.5062958501359445
B2_02,02,0,90.7,0.959,-2.33028716600984
B2_02,02,0,90.7,0.979,-2.5612880746123574
B2_02,02,0,90.7,0.999,-2.6636125602381693
B2_02,02,0,90.7,1.019,-2.5925674539049304
B2_02,02,0,90.7,1.039,-2.48917347328832
B2_02,02,0,90.7,1.059,-2.509193144358087
B2_02,02,0,90.7,1.079,-2.8482642601123054
B2_02,02,0,90.7,1.099,-2.812971545309304
B2_02,02,0,90.7,1.119,-2.334771108298267
B2_02,02,0,90.7,1.139,-2.0737409605695296
B2_02,02,0,90.7,1.159,-2.034657979754563
B2_02,02,0,90.7,1.179,-1.9139516701518073
B2_02,02,0,90.7,1.199,-2.3620265834371525
B2_02,02,0,90.7,1.219,-2.4404937248266054
B2_02,02,0,90.7,1.239,-2.2903074866689175
B2_02,02,0,90.7,1.259,-2.301378551065502
B2_02,02,0,90.7,1.279,-2.1562786638695486
B2_02,02,0,90.7,1.299,-1.9165574106363856
B2_02,02,0,90.7,1.319,-1.988775666758215
B2_02,02,0,90.7,1.339,-1.8997647361056291
B2_02,02,0,90.7,1.359,-2.2848364587374
B2_02,02,0,90.7,1.379,-2.2792992098975104
B2_02,02,0,90.7,1.399,-2.1235824694788747
B2_02,02,0,90.7,1.419,-2.3126573150702985
B2_02,02,0,90.7,1.439,-2.3643788686420377
B2_02,02,0,90.7,1.459,-2.3089525003303284
B2_02,02,0,90.7,1.479,-2.0947754121944095
