name,short_name,easting,northing,depth,log_q_c
A3_07,07,0,39.23,0.262,-1.1076281325573871
A3_07,07,0,39.23,0.275,-1.1106189598914513
A3_07,07,0,39.23,0.287,-1.0750064542296065
A3_07,07,0,39.23,0.3,-1.016469432243079
A3_07,07,0,39.23,0.312,-0.9770455935891272
A3_07,07,0,39.23,0.325,-0.8597956598608478
A3_07,07,0,39.23,0.337,-0.8178478496280576
A3_07,07,0,39.23,0.35,-0.7930629525555374
A3_07,07,0,39.23,0.362,-0.6785249598745025
A3_07,07,0,39.23,0.375,-0.8136411060246937
A3_07,07,0,39.23,0.387,-0.9359880022844005
A3_07,07,0,39.23,0.4,-0.9889623420629052
A3_07,07,0,39.23,0.412,-1.0904379023191502
A3_07,07,0,39.23,0.424,-1.162555086722416
A3_07,07,0,39.23,0.437,-1.15605871557849
A3_07,07,0,39.23,0.449,-1.2776535390755237
A3_07,07,0,39.23,0.461,-1.40018084533064
A3_07,07,0,39.23,0.474,-1.3895777630555899
A3_07,07,0,39.23,0.486,-1.4404541881257507
A3_07,07,0,39.23,0.499,-1.4802298571182424
A3_07,07,0,39.23,0.513,-1.5858539394621969
A3_07,07,0,39.23,0.524,-1.526026886613623
A3_07,07,0,39.23,0.536,-1.5700529903916551
A3_07,07,0,39.23,0.549,-1.5172832957096059
A3_07,07,0,39.23,0.561,-1.4566181664103517
A3_07,07,0,39.23,0.573,-1.3846486804570644
A3_07,07,0,39.23,0.586,-1.3290984284676761
A3_07,07,0,39.23,0.598,-1.1891393982647844
A3_07,07,0,39.23,0.61,-1.2062167173708591
A3_07,07,0,39.23,0.623,-1.1695226549491438
A3_07,07,0,39.23,0.635,-1.1673917945261623
A3_07,07,0,39.23,0.647,-1.116434981151161
A3_07,07,0,39.23,0.66,-1.2215938933047619
A3_07,07,0,39.23,0.672,-1.2740052367919596
A3_07,07,0,39.23,0.685,-1.2360076692161017
A3_07,07,0,39.23,0.697,-1.2147664190292153
A3_07,07,0,39.23,0.71,-1.0793608517236941
A3_07,07,0,39.23,0.722,-1.0113725994792047
A3_07,07,0,39.23,0.735,-1.008292465796962
A3_07,07,0,39.23,0.747,-1.0019477844795444
A3_07,07,0,39.23,0.76,-1.0207454402163443
A3_07,07,0,39.23,0.772,-1.068634825504295
A3_07,07,0,39.23,0.784,-1.0777275103795503
A3_07,07,0,39.23,0.797,-1.1248620763109587
A3_07,07,0,39.23,0.809,-1.149348887653649
A3_07,07,0,39.23,0.822,-1.105831863332475
A3_07,07,0,39.23,0.834,-1.0125789793395412
A3_07,07,0,39.23,0.847,-0.9460363608083528
A3_07,07,0,39.23,0.859,-0.8731595321700955
A3_07,07,0,39.23,0.909,-0.764196633652054
A3_07,07,0,39.23,0.921,-0.7586057407446392
A3_07,07,0,39.23,0.934,-0.7445236409061483
A3_07,07,0,39.23,0.946,-0.6742909587056805
A3_07,07,0,39.23,0.959,-0.6116870672315464
A3_07,07,0,39.23,0.971,-0.5620532213902614
A3_07,07,0,39.23,0.983,-0.6136911405191188
A3_07,07,0,39.23,0.996,-0.5609855502617112
A3_07,07,0,39.23,1.008,-0.5178728678314521
A3_07,07,0,39.23,1.021,-0.3996300883251238
A3_07,07,0,39.23,1.033,-0.36197205459112525
A3_07,07,0,39.23,1.046,-0.4127044899017672
A3_07,07,0,39.23,1.058,-0.49831524990791776
A3_07,07,0,39.23,1.071,-0.4094654141882158
A3_07,07,0,39.23,1.083,-0.4608461324663037
A3_07,07,0,39.23,1.096,-0.5552289563663714
A3_07,07,0,39.23,1.108,-0.6705958506310918
A3_07,07,0,39.23,1.12,-0.8017014492818689
A3_07,07,0,39.23,1.133,-0.9462150961970868
A3_07,07,0,39.23,1.145,-1.0009677333599427
A3_07,07,0,39.23,1.158,-1.1656594199726444
A3_07,07,0,39.23,1.171,-1.2429597875011604
A3_07,07,0,39.23,1.183,-1.3049277378881383
A3_07,07,0,39.23,1.195,-1.3808441376813558
A3_07,07,0,39.23,1.208,-1.3366909078394493
A3_07,07,0,39.23,1.22,-1.20097042573315
A3_07,07,0,39.23,1.233,-1.1535500161951044
A3_07,07,0,39.23,1.245,-1.0833730464052196
A3_07,07,0,39.23,1.258,-0.9627768819863547
A3_07,07,0,39.23,1.27,-1.0046216726190167
A3_07,07,0,39.23,1.282,-1.0535941509354212
A3_07,07,0,39.23,1.295,-1.2122755354091643
A3_07,07,0,39.23,1.307,-1.2972464502844694
A3_07,07,0,39.23,1.32,-1.3689513010789134
A3_07,07,0,39.23,1.332,-1.3754449803183995
A3_07,07,0,39.23,1.345,-1.3255270764985876
A3_07,07,0,39.23,1.358,-1.3267428477454604
A3_07,07,0,39.23,1.37,-1.3129602509987628
A3_07,07,0,39.23,1.383,-1.2628053640546344
A3_07,07,0,39.23,1.395,-1.2500427365465814
A3_07,07,0,39.23,1.407,-1.1297619937804881
A3_07,07,0,39.23,1.421,-1.0834036848134487
A3_07,07,0,39.23,1.432,-1.0173847326960959
A3_07,07,0,39.23,1.445,-0.9246471880850164
A3_07,07,0,39.23,1.458,-0.8635303842495735
A3_07,07,0,39.23,1.47,-0.7932189106847869
A3_07,07,0,39.23,1.483,-0.7207145107992383
A3_07,07,0,39.23,1.495,-0.7998696672112393
A3_07,07,0,39.23,1.509,-0.7915649502668757
A3_07,07,0,39.23,1.521,-0.7310574098505789
A3_07,07,0,39.23,1.533,-0.71704985339456
A3_07,07,0,39.23,1.545,-0.6945477749480454
A3_07,07,0,39.23,1.557,-0.7756154709593797
A3_07,07,0,39.23,1.569,-0.702669758832414
A3_07,07,0,39.23,1.582,-0.7446175586406993
A3_07,07,0,39.23,1.594,-0.7111255571639774
A3_07,07,0,39.23,1.606,-0.6308914762615054
A3_07,07,0,39.23,1.619,-0.6328148301303023
A3_07,07,0,39.23,1.631,-0.6559574031927868
A3_07,07,0,39.23,1.644,-0.646128960454497
A3_07,07,0,39.23,1.656,-0.748410670787329
A3_07,07,0,39.23,1.668,-0.7093935049311477
A3_07,07,0,39.23,1.681,-0.6968112084982597
A3_07,07,0,39.23,1.692,-0.7363803809355557
A3_07,07,0,39.23,1.705,-0.7581377049203363
A3_07,07,0,39.23,1.718,-0.7461337292983993
A3_07,07,0,39.23,1.731,-0.7445303713624979
A3_07,07,0,39.23,1.743,-0.6742981193927695
A3_07,07,0,39.23,1.755,-0.6849551808136247
A3_07,07,0,39.23,1.768,-0.6474826255929529
A3_07,07,0,39.23,1.78,-0.6130686454660781
A3_07,07,0,39.23,1.793,-0.5936554460229904
A3_07,07,0,39.23,1.805,-0.5377346349095721
A3_07,07,0,39.23,1.817,-0.5351265495005766
A3_07,07,0,39.23,1.83,-0.47119439882021585
A3_07,07,0,39.23,1.842,-0.46050095749657516
A3_07,07,0,39.23,1.855,-0.4724767771380436
A3_07,07,0,39.23,1.868,-0.5602215102741122
A3_07,07,0,39.23,1.88,-0.5890739826749909
A3_07,07,0,39.23,1.893,-0.6850821774165032
A3_07,07,0,39.23,1.905,-0.7046947532554135
A3_07,07,0,39.23,1.917,-0.8543082572780687
A3_07,07,0,39.23,1.93,-0.8848278647587093
A3_07,07,0,39.23,1.942,-0.9307431211998597
A3_07,07,0,39.23,1.955,-0.8963356301464158
A3_07,07,0,39.23,1.967,-0.8410685207014024
A3_07,07,0,39.23,1.979,-0.7564448015147069
A3_07,07,0,39.23,1.992,-0.6822638803654012
A3_07,07,0,39.23,2.004,-0.6348576405710007
A3_07,07,0,39.23,2.017,-0.596824287320603
A3_07,07,0,39.23,2.029,-0.5953500994282601
A3_07,07,0,39.23,2.042,-0.5099759431911841
A3_07,07,0,39.23,2.054,-0.5511005999224131
A3_07,07,0,39.23,2.066,-0.5860129434297512
A3_07,07,0,39.23,2.079,-0.5221339816638934
A3_07,07,0,39.23,2.091,-0.5135397129869352
A3_07,07,0,39.23,2.104,-0.5593356584582865
A3_07,07,0,39.23,2.116,-0.6015202446845409
A3_07,07,0,39.23,2.128,-0.6011289262846959
A3_07,07,0,39.23,2.141,-0.6070948235186368
A3_07,07,0,39.23,2.153,-0.5808781969706508
A3_07,07,0,39.23,2.166,-0.5495109363842108
A3_07,07,0,39.23,2.178,-0.455477501222718
A3_07,07,0,39.23,2.19,-0.3760874593888124
A3_07,07,0,39.23,2.203,-0.3558907018486762
A3_07,07,0,39.23,2.216,-0.3650799671398308
A3_07,07,0,39.23,2.228,-0.43233506804172067
A3_07,07,0,39.23,2.241,-0.3771659040491445
A3_07,07,0,39.23,2.254,-0.4133180008782444
A3_07,07,0,39.23,2.266,-0.33855736514032775
A3_07,07,0,39.23,2.278,-0.3612043442638017
A3_07,07,0,39.23,2.291,-0.3778771364287632
A3_07,07,0,39.23,2.303,-0.48542397583693575
A3_07,07,0,39.23,2.315,-0.5851578131115522
A3_07,07,0,39.23,2.327,-0.6747902848943406
A3_07,07,0,39.23,2.34,-0.7159766115991228
A3_07,07,0,39.23,2.352,-0.8155293793577432
A3_07,07,0,39.23,2.365,-0.8573870319157616
A3_07,07,0,39.23,2.377,-0.8546405493194029
A3_07,07,0,39.23,2.39,-0.7835602723356415
A3_07,07,0,39.23,2.402,-0.7343877484326942
A3_07,07,0,39.23,2.414,-0.7865392144248753
A3_07,07,0,39.23,2.427,-0.8095510092649731
A3_07,07,0,39.23,2.439,-0.8429997973368302
A3_07,07,0,39.23,2.451,-0.8022822040088751
A3_07,07,0,39.23,2.464,-0.679012307940692
A3_07,07,0,39.23,2.476,-0.46459005706129775
A3_07,07,0,39.23,2.489,-0.3774790061176828
A3_07,07,0,39.23,2.501,-0.3468900721898284
A3_07,07,0,39.23,2.514,-0.38891173050891986
A3_07,07,0,39.23,2.526,-0.43033642516181697
A3_07,07,0,39.23,2.539,-0.4868823670669885
A3_07,07,0,39.23,2.55,-0.48710783155418913
A3_07,07,0,39.23,2.562,-0.5413000315983163
A3_07,07,0,39.23,2.575,-0.43888534173289445
A3_07,07,0,39.23,2.587,-0.4253009867316165
A3_07,07,0,39.23,2.599,-0.4510537432584536
A3_07,07,0,39.23,2.612,-0.46791973111543195
A3_07,07,0,39.23,2.624,-0.5351679233646693
A3_07,07,0,39.23,2.637,-0.5559914538615145
A3_07,07,0,39.23,2.649,-0.6386615909652654
A3_07,07,0,39.23,2.662,-0.7503944845231934
A3_07,07,0,39.23,2.674,-0.8630735634356576
A3_07,07,0,39.23,2.686,-0.967060055961406
A3_07,07,0,39.23,2.699,-0.9623512399418424
A3_07,07,0,39.23,2.711,-0.9091592700979603
A3_07,07,0,39.23,2.724,-0.8555412570056226
A3_07,07,0,39.23,2.737,-0.8321594819600909
A3_07,07,0,39.23,2.749,-0.8293449419985652
A3_07,07,0,39.23,2.761,-0.8373563294421269
A3_07,07,0,39.23,2.773,-0.863006661241527
A3_07,07,0,39.23,2.785,-0.8516449054526635
A3_07,07,0,39.23,2.798,-0.9708581854516788
A3_07,07,0,39.23,2.81,-1.0752945254334472
A3_07,07,0,39.23,2.822,-1.3029151724750274
A3_07,07,0,39.23,2.835,-1.5478503612870047
A3_07,07,0,39.23,2.847,-1.5736954242253762
A3_07,07,0,39.23,2.86,-1.6602491737750555
A3_07,07,0,39.23,2.872,-1.7299053003153149
A3_07,07,0,39.23,2.885,-1.6448649725130364
A3_07,07,0,39.23,2.897,-1.4914909976670476
A3_07,07,0,39.23,2.91,-1.387524393957427
A3_07,07,0,39.23,2.923,-1.4192131134678816
A3_07,07,0,39.23,2.935,-1.3290669598627625
A3_07,07,0,39.23,2.948,-1.3048942423328522
A3_07,07,0,39.23,2.959,-1.26726841063802
A3_07,07,0,39.23,2.972,-1.27056969894132
A3_07,07,0,39.23,2.984,-1.1810531295461082
A3_07,07,0,39.23,2.997,-1.2391032819459067
A3_07,07,0,39.23,3.009,-1.1344388492693736
A3_07,07,0,39.23,3.021,-1.0658374992440567
A3_07,07,0,39.23,3.034,-0.9304946852675751
A3_07,07,0,39.23,3.046,-0.958058301297634
A3_07,07,0,39.23,3.058,-1.0580754951861882
A3_07,07,0,39.23,3.071,-1.0943324059379227
A3_07,07,0,39.23,3.083,-1.1917730645816336
A3_07,07,0,39.23,3.096,-1.276351980628171
