name,short_name,easting,northing,depth,log_q_c
A2_14,14,0,84.42,0.251,-1.3075998988384705
A2_14,14,0,84.42,0.265,-1.4170638520221914
A2_14,14,0,84.42,0.278,-1.4527276640763185
A2_14,14,0,84.42,0.292,-1.3833357429430986
A2_14,14,0,84.42,0.304,-1.0989171469466936
A2_14,14,0,84.42,0.318,-1.021763152511775
A2_14,14,0,84.42,0.33,-0.942513805932678
A2_14,14,0,84.42,0.343,-1.248154607855307
A2_14,14,0,84.42,0.356,-1.4791570046432478
A2_14,14,0,84.42,0.369,-1.4719473200739515
A2_14,14,0,84.42,0.382,-1.6009703465967964
A2_14,14,0,84.42,0.395,-1.4657550210618804
A2_14,14,0,84.42,0.409,-1.3461949621823956
A2_14,14,0,84.42,0.422,-1.182753871632324
A2_14,14,0,84.42,0.434,-1.010628129145605
A2_14,14,0,84.42,0.447,-0.7741434389644377
A2_14,14,0,84.42,0.46,-0.6175880360427608
A2_14,14,0,84.42,0.473,-0.5523476920910548
A2_14,14,0,84.42,0.486,-0.663122493649479
A2_14,14,0,84.42,0.499,-0.6903687378906154
A2_14,14,0,84.42,0.512,-0.662144540976372
A2_14,14,0,84.42,0.526,-0.6452212190125087
A2_14,14,0,84.42,0.54,-0.5334239011239872
A2_14,14,0,84.42,0.552,-0.4259482921679797
A2_14,14,0,84.42,0.565,-0.3350685782237556
A2_14,14,0,84.42,0.59,-0.5749604627885905
A2_14,14,0,84.42,0.603,-0.7450535361425727
A2_14,14,0,84.42,0.616,-0.8790067394620267
A2_14,14,0,84.42,0.629,-0.9901244799010236
A2_14,14,0,84.42,0.643,-1.1029866963211885
A2_14,14,0,84.42,0.656,-1.287984269449308
A2_14,14,0,84.42,0.669,-1.334765021172224
A2_14,14,0,84.42,0.682,-1.212347838277568
A2_14,14,0,84.42,0.696,-0.9291964157184567
A2_14,14,0,84.42,0.709,-0.6164974630622626
A2_14,14,0,84.42,0.722,-0.36465877168245847
A2_14,14,0,84.42,0.734,0.01981688226695677
A2_14,14,0,84.42,0.748,0.23116971725069813
A2_14,14,0,84.42,0.761,0.4233464233665515
A2_14,14,0,84.42,0.774,0.4561914359889079
A2_14,14,0,84.42,0.786,0.4254406467284355
A2_14,14,0,84.42,0.8,0.288246401938016
A2_14,14,0,84.42,0.814,0.2043430049690278
A2_14,14,0,84.42,0.826,0.040384515970792734
A2_14,14,0,84.42,0.839,-0.09279781575031387
A2_14,14,0,84.42,0.852,-0.17607966242134088
A2_14,14,0,84.42,0.865,-0.22834816988962525
A2_14,14,0,84.42,0.878,-0.40978901737193846
A2_14,14,0,84.42,0.89,-0.6531604139741765
A2_14,14,0,84.42,0.904,-0.7536951200644657
A2_14,14,0,84.42,0.917,-0.6907927813385102
A2_14,14,0,84.42,0.931,-0.6247855294064335
A2_14,14,0,84.42,0.944,-0.4692188264358995
A2_14,14,0,84.42,0.956,-0.45137923342470243
A2_14,14,0,84.42,0.969,-0.5248961309123306
A2_14,14,0,84.42,0.982,-0.5017125204638113
A2_14,14,0,84.42,0.995,-0.5380628385620954
A2_14,14,0,84.42,1.008,-0.5232964972134506
A2_14,14,0,84.42,1.021,-0.499260101399603
A2_14,14,0,84.42,1.034,-0.48000337078867655
A2_14,14,0,84.42,1.048,-0.5028696939824846
A2_14,14,0,84.42,1.062,-0.5225240333983352
A2_14,14,0,84.42,1.074,-0.5965164236893009
A2_14,14,0,84.42,1.087,-0.5948146130538172
A2_14,14,0,84.42,1.101,-0.6266072053191589
A2_14,14,0,84.42,1.114,-0.6551534524198032
A2_14,14,0,84.42,1.126,-0.6200007075811331
A2_14,14,0,84.42,1.14,-0.5842737298598182
A2_14,14,0,84.42,1.153,-0.5980119837222967
A2_14,14,0,84.42,1.176,-0.646375572493156
A2_14,14,0,84.42,1.189,-0.73288872324864
A2_14,14,0,84.42,1.201,-0.7743074756404683
A2_14,14,0,84.42,1.215,-0.9546205229434588
A2_14,14,0,84.42,1.229,-1.050493606368887
A2_14,14,0,84.42,1.242,-1.0880116495083176
A2_14,14,0,84.42,1.254,-1.1168365685332207
A2_14,14,0,84.42,1.267,-1.1733794085458062
A2_14,14,0,84.42,1.28,-1.257001619508514
A2_14,14,0,84.42,1.293,-1.252208321465541
A2_14,14,0,84.42,1.306,-1.2107197778583507
