name,short_name,easting,northing,depth,log_q_c
B1_01,01,0,90,0.251,-2.1810527867968004
B1_01,01,0,90,0.263,-2.156031996519965
B1_01,01,0,90,0.274,-2.3803538975804557
B1_01,01,0,90,0.286,-2.508991525772295
B1_01,01,0,90,0.298,-2.6042492186475656
B1_01,01,0,90,0.309,-2.7351702325293363
B1_01,01,0,90,0.321,-2.819260262417272
B1_01,01,0,90,0.332,-2.5679789222966103
B1_01,01,0,90,0.344,-2.42476695592663
B1_01,01,0,90,0.355,-2.077437813272642
B1_01,01,0,90,0.367,-2.2644972126948413
B1_01,01,0,90,0.378,-2.228367025586566
B1_01,01,0,90,0.39,-2.246476330138571
B1_01,01,0,90,0.402,-2.2511965588588647
B1_01,01,0,90,0.413,-1.9039376161610746
B1_01,01,0,90,0.425,-2.0858127555922
B1_01,01,0,90,0.437,-2.1808593316513343
B1_01,01,0,90,0.449,-2.58319564537937
B1_01,01,0,90,0.461,-2.3061814990792975
B1_01,01,0,90,0.473,-2.4665344020745916
B1_01,01,0,90,0.485,-2.3633329992695367
B1_01,01,0,90,0.498,-2.7391521031171977
B1_01,01,0,90,0.509,-2.813996137398323
B1_01,01,0,90,0.521,-2.350372461107022
B1_01,01,0,90,0.533,-2.5128697294535622
B1_01,01,0,90,0.545,-2.608756105359924
B1_01,01,0,90,0.557,-2.5384031669902316
B1_01,01,0,90,0.569,-2.7194333153102095
B1_01,01,0,90,0.581,-2.732027427972577
B1_01,01,0,90,0.594,-2.708614913377227
B1_01,01,0,90,0.606,-2.797660086073968
B1_01,01,0,90,0.618,-2.6780730643739723
B1_01,01,0,90,0.63,-2.3917697186577067
B1_01,01,0,90,0.642,-2.570286657345535
B1_01,01,0,90,0.654,-2.7332773658664142
B1_01,01,0,90,0.666,-2.7239105024283754
B1_01,01,0,90,0.678,-2.4630886998440156
B1_01,01,0,90,0.69,-2.3299277817603845
B1_01,01,0,90,0.702,-2.296530897459582
B1_01,01,0,90,0.714,-2.7599749969333605
B1_01,01,0,90,0.725,-2.4480728582585494
B1_01,01,0,90,0.737,-2.107384382940211
B1_01,01,0,90,0.749,-2.346369588309267
B1_01,01,0,90,0.761,-2.112589907860984
B1_01,01,0,90,0.773,-2.466197210923063
B1_01,01,0,90,0.785,-2.8366613373219063
B1_01,01,0,90,0.797,-2.611606660428213
B1_01,01,0,90,0.808,-2.6151335572606564
B1_01,01,0,90,0.82,-2.8655182339474257
B1_01,01,0,90,0.831,-2.600060474059564
B1_01,01,0,90,0.843,-2.587277418817083
B1_01,01,0,90,0.854,-2.5091986372971227
B1_01,01,0,90,0.866,-2.0898891773946264
B1_01,01,0,90,0.878,-2.157675387894444
B1_01,01,0,90,0.889,-2.2820257051145263
B1_01,01,0,90,0.901,-2.4025559129214034
B1_01,01,0,90,0.913,-2.5832874393011576
B1_01,01,0,90,0.925,-2.432024422844034
B1_01,01,0,90,0.937,-2.558186644067689
B1_01,01,0,90,0.949,-2.5852075478688765
B1_01,01,0,90,0.961,-2.23327138505258
B1_01,01,0,90,0.976,-2.5759914682557197
B1_01,01,0,90,0.985,-2.5859724724395643
B1_01,01,0,90,0.997,-2.6686567294778656
B1_01,01,0,90,1.009,-2.765589202968979
B1_01,01,0,90,1.02,-2.645821143393749
B1_01,01,0,90,1.032,-2.2797260398902166
B1_01,01,0,90,1.044,-2.4696471483963864
B1_01,01,0,90,1.056,-2.52864708607187
B1_01,01,0,90,1.068,-2.3882662633807072
B1_01,01,0,90,1.081,-2.0220897656293517
B1_01,01,0,90,1.093,-2.166895448985721
B1_01,01,0,90,1.105,-2.292800074011852
B1_01,01,0,90,1.118,-2.3077768206323777
B1_01,01,0,90,1.13,-2.3655946519134172
B1_01,01,0,90,1.142,-2.4323052151127906
B1_01,01,0,90,1.154,-2.761438262138964
B1_01,01,0,90,1.166,-2.4697853949086754
B1_01,01,0,90,1.178,-2.4967035900818897
B1_01,01,0,90,1.189,-2.290084818691307
B1_01,01,0,90,1.201,-2.170531535369042
B1_01,01,0,90,1.213,-2.238561285564606
B1_01,01,0,90,1.225,-2.2515786187199796
B1_01,01,0,90,1.237,-2.209395384520821
B1_01,01,0,90,1.249,-2.2698801437455978
B1_01,01,0,90,1.261,-2.2297631825603292
B1_01,01,0,90,1.273,-2.202180567016216
B1_01,01,0,90,1.284,-2.323692840705148
B1_01,01,0,90,1.296,-2.4709039761332976
B1_01,01,0,90,1.308,-2.413507911788799
B1_01,01,0,90,1.319,-2.2905629613086282
B1_01,01,0,90,1.331,-2.2237023725925704
B1_01,01,0,90,1.342,-2.3553209863444673
B1_01,01,0,90,1.354,-2.3905092825147176
B1_01,01,0,90,1.366,-2.167750399214767
B1_01,01,0,90,1.378,-1.9012125978227368
B1_01,01,0,90,1.389,-2.0530107067970884
B1_01,01,0,90,1.4,-2.1356925851758373
B1_01,01,0,90,1.412,-2.355562812263783
B1_01,01,0,90,1.424,-2.319736148082094
B1_01,01,0,90,1.436,-2.3098428498559707
B1_01,01,0,90,1.449,-2.153783597999497
B1_01,01,0,90,1.46,-2.133596699619257
B1_01,01,0,90,1.472,-2.3697003916596424
B1_01,01,0,90,1.484,-2.330118769798328
B1_01,01,0,90,1.496,-2.206112267689763
B1_01,01,0,90,1.508,-2.333079103883427
B1_01,01,0,90,1.52,-2.2539360521517473
B1_01,01,0,90,1.532,-2.298554990065396
B1_01,01,0,90,1.544,-2.268584095841563
B1_01,01,0,90,1.556,-2.1182497518238663
B1_01,01,0,90,1.568,-2.1509945335365788
B1_01,01,0,90,1.58,-2.065093629250231
B1_01,01,0,90,1.593,-2.1071025074301466
B1_01,01,0,90,1.605,-2.2361394215873314
B1_01,01,0,90,1.617,-2.13095357718148
B1_01,01,0,90,1.63,-2.0785098064521477
B1_01,01,0,90,1.641,-1.933948550639838
B1_01,01,0,90,1.653,-1.8598643806394717
B1_01,01,0,90,1.665,-1.7478174205725485
B1_01,01,0,90,1.677,-1.8066618674878105
B1_01,01,0,90,1.689,-1.974217556988037
B1_01,01,0,90,1.701,-2.172662254704921
B1_01,01,0,90,1.713,-2.1044805054944855
B1_01,01,0,90,1.725,-2.0783997213702246
B1_01,01,0,90,1.737,-2.120210400005519
B1_01,01,0,90,1.748,-1.9598213339393056
B1_01,01,0,90,1.76,-1.716739543257797
B1_01,01,0,90,1.772,-1.5636382395574766
B1_01,01,0,90,1.784,-1.847221318259495
B1_01,01,0,90,1.796,-2.0777250826796476
B1_01,01,0,90,1.807,-2.208074286467645
B1_01,01,0,90,1.819,-2.0353408025815543
B1_01,01,0,90,1.83,-2.069079542768399
B1_01,01,0,90,1.842,-2.0446095130574724
B1_01,01,0,90,1.854,-2.017613495535462
B1_01,01,0,90,1.865,-2.020037933791325
B1_01,01,0,90,1.877,-2.1127939679675
B1_01,01,0,90,1.888,-2.0775566374519037
B1_01,01,0,90,1.9,-2.018654328425499
B1_01,01,0,90,1.912,-1.7894229334568588
B1_01,01,0,90,1.924,-1.8269015658148788
B1_01,01,0,90,1.936,-1.9023739488794047
B1_01,01,0,90,1.948,-2.0667471089908043
B1_01,01,0,90,1.96,-1.9386063884198506
B1_01,01,0,90,1.972,-2.030552338770383
B1_01,01,0,90,1.983,-1.9400028703186525
B1_01,01,0,90,1.996,-1.996222473093176
B1_01,01,0,90,2.008,-1.9673114218700904
B1_01,01,0,90,2.02,-1.9369349294683957
B1_01,01,0,90,2.032,-2.0162188813532502
B1_01,01,0,90,2.044,-1.9483880799015725
B1_01,01,0,90,2.056,-2.043643088589502
B1_01,01,0,90,2.068,-2.108981223894233
B1_01,01,0,90,2.08,-2.2044053131418737
B1_01,01,0,90,2.093,-2.1316305168147247
B1_01,01,0,90,2.105,-1.9429729628956158
B1_01,01,0,90,2.117,-1.8588078471235472
B1_01,01,0,90,2.129,-1.862143310061073
B1_01,01,0,90,2.141,-1.7323147048423302
B1_01,01,0,90,2.153,-1.9957776390656852
B1_01,01,0,90,2.165,-2.10939391374635
B1_01,01,0,90,2.176,-2.029875312464699
B1_01,01,0,90,2.188,-2.049097031194064
B1_01,01,0,90,2.201,-2.0216348790439955
B1_01,01,0,90,2.213,-1.9339715553473775
B1_01,01,0,90,2.225,-2.011858271828707
B1_01,01,0,90,2.236,-2.137225290385935
B1_01,01,0,90,2.248,-2.1020970928025564
B1_01,01,0,90,2.26,-2.0270273360982034
B1_01,01,0,90,2.272,-2.058218917673289
B1_01,01,0,90,2.284,-1.935665194063348
B1_01,01,0,90,2.296,-1.7804509303296463
B1_01,01,0,90,2.307,-1.8286679281279836
B1_01,01,0,90,2.318,-1.884706338642603
B1_01,01,0,90,2.33,-1.8616926813458232
B1_01,01,0,90,2.341,-1.862807728166585
B1_01,01,0,90,2.353,-2.0310850162054517
B1_01,01,0,90,2.365,-2.1422408411536096
B1_01,01,0,90,2.377,-2.1272268547007087
B1_01,01,0,90,2.389,-2.0566628473838615
B1_01,01,0,90,2.4,-2.031342550276089
B1_01,01,0,90,2.412,-2.0557492583183934
B1_01,01,0,90,2.424,-1.8939218833054785
B1_01,01,0,90,2.436,-1.8091589207163135
B1_01,01,0,90,2.448,-1.7868040666738152
B1_01,01,0,90,2.46,-1.785713587659647
B1_01,01,0,90,2.472,-1.79928176566508
B1_01,01,0,90,2.484,-1.8206050346776819
B1_01,01,0,90,2.496,-1.9676238683391085
B1_01,01,0,90,2.508,-1.9841816827501286
